id,type,category,subcategory,tags,file,class
2159,"{'id': 19, 'name': 'VJ Loops'}","{'id': 120, 'name': 'Glass', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['cubes', 'glass', 'glow']",data/fe2dbef8-74a9-432b-aa03-86205a6c283f.png,0
776,"{'id': 3, 'name': 'HDRI'}","{'id': 28, 'name': 'Studios', 'type': {'id': 3, 'name': 'HDRI'}}",,"['lamps', 'medium_contrast', 'neutral', 'studios']",data/9488abd9-91da-44f2-8c5c-f3464eff1364.png,0
193,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['audi', 'concept cars', 'coupe', 'sportcar']",data/4f5fad64-f088-4bf3-8762-b8e8805b8bdb.png,2
1522,"{'id': 16, 'name': 'Music & SFX'}","{'id': 99, 'name': 'Stock', 'type': {'id': 16, 'name': 'Music & SFX'}}","{'id': 138, 'name': 'Corporate', 'category': {'id': 99, 'name': 'Stock', 'type': {'id': 16, 'name': 'Music & SFX'}}}","['drive', 'electro_pop', 'enthusiastic', 'inspirational', 'motivational', 'upbeat', 'uplifting']",data/4124d301-8f56-4770-916a-1d3f38fe5d71.png,0
413,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['j-segment', 'nissan', 'off-road', 'suv']",data/bdcbd982-e256-474d-ad04-5619f353bc7a.png,2
1864,"{'id': 4, 'name': 'Footages'}","{'id': 39, 'name': 'Sparks', 'type': {'id': 4, 'name': 'Footages'}}",,"['flash', 'sparks', 'welding']",data/dc55ec7d-c74f-42fd-9807-bdedf5917daa.jpg,0
481,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['j-segment', 'off-road', 'suv', 'toyota']",data/e34f81ea-fb03-4a5f-ac54-d91eef3d2ded.png,2
1554,"{'id': 4, 'name': 'Footages'}","{'id': 114, 'name': 'Explosions', 'type': {'id': 4, 'name': 'Footages'}}",,"['bang', 'explosion', 'shot', 'smoke', 'sparks']",data/4baa9c4a-a5fc-4a03-b98e-49dce64d4a4f.png,0
1531,"{'id': 4, 'name': 'Footages'}","{'id': 114, 'name': 'Explosions', 'type': {'id': 4, 'name': 'Footages'}}",,"['bang', 'explosion', 'shot', 'smoke', 'sparks']",data/f2b0dc41-65f9-4418-8bca-cf71278dd139.png,0
668,"{'id': 3, 'name': 'HDRI'}","{'id': 28, 'name': 'Studios', 'type': {'id': 3, 'name': 'HDRI'}}",,"['gradients', 'low_contrast', 'neutral', 'orange', 'pink']",data/4165a9ea-5979-4a2b-9d19-832ed1a1b608.png,0
492,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['crossover', 'j-segment', 'off-road', 'suv', 'toyota']",data/8124520e-525d-492f-835e-d7dd186ec513.png,2
2352,"{'id': 19, 'name': 'VJ Loops'}","{'id': 121, 'name': 'Light', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['chromatic_aberration', 'drop', 'light', 'water']",data/ef3c20df-7bc2-44df-ae38-afade813f965.png,0
2793,"{'id': 1, 'name': '3D Models'}","{'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 70, 'name': 'Furniture', 'category': {'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}}","['cafe', 'chairs', 'furniture', 'outdoor', 'paper', 'restaurant', 'salt', 'service', 'street', 'table', 'umbrella']",data/76ccc6ed-ab46-4668-a0d9-4dd0a2acfc7f.png,0
863,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 150, 'name': 'Other', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['gray', 'spotlight', 'studios']",data/5b7bab6e-78cb-4e6f-831a-7f984b4ead60.jpg,0
1835,"{'id': 4, 'name': 'Footages'}","{'id': 39, 'name': 'Sparks', 'type': {'id': 4, 'name': 'Footages'}}",,"['flash', 'sparks']",data/d36c2233-3255-4d7e-b12e-c66fc3968e13.jpg,0
902,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['cold', 'lamp', 'spotlight', 'studios']",data/4e24f666-2172-4888-9f5c-566dc8431e2f.png,0
3391,"{'id': 2, 'name': 'Textures'}","{'id': 166, 'name': 'Windows', 'type': {'id': 2, 'name': 'Textures'}}",,"['facade', 'night', 'office', 'windows']",data/05f353df-ed7c-45f8-9e84-26a8087478c0.jpg,0
890,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['cold', 'lamp', 'studios']",data/1f0d9d52-7bb5-4109-8380-5987de4b6f9d.jpg,0
2212,"{'id': 1, 'name': '3D Models'}","{'id': 13, 'name': 'Kitbash', 'type': {'id': 1, 'name': '3D Models'}}",,"['body', 'caps', 'carcass', 'frame', 'hard_surface', 'kitbash', 'machine', 'mechanic', 'pistons', 'robotics', 'sci-fi']",data/90057e94-40aa-40e2-830b-5d1564f4463d.png,0
2130,"{'id': 1, 'name': '3D Models'}","{'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 27, 'name': 'Men HiRes', 'category': {'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}}","['conversation', 'human', 'man', 'men', 'selfie', 'sitting', 'smartphone', 'standing', 'talking']",data/789494e1-6e90-4e86-85ca-9541aebf3628.png,0
424,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['compact_car', 'coupe', 'c-segment', 'peugeot']",data/9b14afd5-e9ea-4fd6-b8b6-7b874230ee08.png,2
2895,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 90, 'name': 'Trees', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['decor', 'interior', 'palm', 'plants', 'pot', 'tree']",data/3c426497-602a-4b1e-bdce-a99db795608b.png,1
3302,"{'id': 2, 'name': 'Textures'}","{'id': 175, 'name': 'cyber', 'type': {'id': 2, 'name': 'Textures'}}",,"['cyber', 'cyberpunk', 'neon', 'pixel', 'sign']",data/f6716039-aad8-49c9-b5f5-52387a0473f2.jpg,0
314,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['e-class', 'e-segment', 'jaguar', 'sedan']",data/022033f5-db43-4327-9263-51f6956dcbdf.png,2
408,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['compact_car', 'nissan', 'sedan', 'sportcar']",data/1285e1be-b274-4223-a0ca-02ab2f473cd6.png,2
2280,"{'id': 1, 'name': '3D Models'}","{'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 170, 'name': 'Decor', 'category': {'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}}","['architecture', 'corner', 'cornice', 'decor', 'molding', 'ornament', 'ornate']",data/ff73a74b-ee8b-4f76-8eae-b30b2666c9de.png,0
2099,"{'id': 1, 'name': '3D Models'}","{'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 35, 'name': 'Casual People', 'category': {'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}}","['drink', 'human', 'read', 'sitting', 'standing', 'warm_clothes', 'warm_outfits', 'woman', 'women', 'write']",data/873ddc16-6465-4d37-9c2b-e507c4c94175.png,0
1944,"{'id': 19, 'name': 'VJ Loops'}","{'id': 117, 'name': 'Noises', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['abstract', 'lights', 'noise', 'tunnel']",data/46e94c9c-cc4a-4c53-b2d2-c680d0421f8b.jpg,0
2171,"{'id': 1, 'name': '3D Models'}","{'id': 8, 'name': 'Exterior', 'type': {'id': 1, 'name': '3D Models'}}",,"['ancient', 'architecture', 'basrelief', 'historic', 'molding', 'sculpture', 'warriors']",data/f8ed5aaa-dc66-4bb5-8c88-6695fbe08541.png,0
425,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['d-segment', 'peugeot', 'station_wagon']",data/e3456b37-8b04-497d-b109-249065077d9c.png,2
1806,"{'id': 4, 'name': 'Footages'}","{'id': 37, 'name': 'Smoke', 'type': {'id': 4, 'name': 'Footages'}}",,"['cigar', 'cigarette', 'curled', 'nitrogen', 'smoke']",data/8bf378e3-22f5-491e-8b3a-af783a785571.jpg,0
2457,"{'id': 1, 'name': '3D Models'}","{'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 70, 'name': 'Furniture', 'category': {'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}}","['bin', 'city', 'furniture', 'garbage', 'outdoor', 'recycle', 'rubbish', 'trash', 'urban']",data/e2cc9303-a2d7-477a-bee8-7167fa7162d8.png,0
2651,"{'id': 1, 'name': '3D Models'}","{'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 167, 'name': 'Russian', 'category': {'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}}","['moscow', 'ostozhenka', 'russia', 'street', 'turgeneva']",data/5c843e54-5563-4556-869f-05111cd60faf.png,0
1912,"{'id': 1, 'name': '3D Models'}","{'id': 6, 'name': 'Industrial', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 64, 'name': 'Factory', 'category': {'id': 6, 'name': 'Industrial', 'type': {'id': 1, 'name': '3D Models'}}}","['agriculture', 'container', 'factory', 'industrial', 'reservoir', 'tank']",data/f2ca9f30-fba4-4fa4-88e7-2fc62364bc31.png,0
590,"{'id': 3, 'name': 'HDRI'}","{'id': 30, 'name': 'Outdoor', 'type': {'id': 3, 'name': 'HDRI'}}",,"['abandon', 'architecture', 'bridge', 'cirrus_cloud', 'cloudy', 'high-contrast', 'midday', 'natural_light', 'outdoor', 'river', 'skies', 'sun', 'tree', 'urban']",data/e9c6aa26-f335-4167-8b0c-a15eea724c77.png,0
858,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 148, 'name': 'Softbox', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['cold', 'softbox', 'stripe', 'studios']",data/a4c0f0b0-69b8-4761-bb6a-3e846488b252.png,0
3217,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}","{'id': 176, 'name': 'Other', 'category': {'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}}","['abstract', 'color', 'loop']",data/62a2e137-a522-4953-adb3-0ffef1cade14.jpg,0
2621,"{'id': 1, 'name': '3D Models'}","{'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 167, 'name': 'Russian', 'category': {'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}}","['building_14', 'government', 'kremlin', 'moscow', 'presidium', 'russia', 'soviet_union']",data/57f78a7d-e7d1-46d2-9eb8-61c37ecd2561.png,0
1412,"{'id': 5, 'name': 'HUD'}","{'id': 44, 'name': 'Lines', 'type': {'id': 5, 'name': 'HUD'}}",,"['data', 'digital', 'hud', 'infographics', 'infrastructure', 'interface', 'scheme', 'шурешки']",data/a9606ecf-8a34-474a-9867-44d48c21693b.jpg,0
373,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['j-segment', 'mercedes-benz', 'off-road', 'suv']",data/3d39ce46-f038-4278-93b7-468b18051fa4.png,2
3381,"{'id': 2, 'name': 'Textures'}","{'id': 166, 'name': 'Windows', 'type': {'id': 2, 'name': 'Textures'}}",,"['facade', 'night', 'office', 'windows']",data/1e85fafb-c59b-4d33-ab3f-4116d7a4a71c.jpg,0
3204,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 93, 'name': 'Grass', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['grass', 'meadow', 'nature', 'plants']",data/308ba661-d66b-46ee-ae5b-eff8f14dec2c.png,1
3364,"{'id': 1, 'name': '3D Models'}","{'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 172, 'name': 'Building Components', 'category': {'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}}","['arch', 'architecture', 'building', 'building_components', 'columns', 'pillar']",data/ac39c871-1a62-416d-9fea-8bf852716ae3.png,0
271,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['berlinetta', 'ferrari', 's-class', 'sportcar', 's-segment']",data/96d0eb52-2b77-4efd-b6b3-346cf7b5d44c.png,2
3477,"{'id': 1, 'name': '3D Models'}","{'id': 15, 'name': 'SciFi', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 119, 'name': 'SciFi Parts', 'category': {'id': 15, 'name': 'SciFi', 'type': {'id': 1, 'name': '3D Models'}}}","['building_components', 'corridor', 'futuristic', 'hallway', 'laboratory', 'sci-fi', 'space', 'spacecraft', 'spaceship']",data/00c8fdc8-44d7-4334-863a-3ba76412ab47.png,0
621,"{'id': 3, 'name': 'HDRI'}","{'id': 31, 'name': 'Sky', 'type': {'id': 3, 'name': 'HDRI'}}",,"['clouds', 'cloudy', 'low_contrast', 'natural_light', 'outdoor', 'overcast', 'skies', 'sunrise/sunset']",data/e7f44df2-a98c-4a5c-b044-182ecb590308.png,0
1938,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['abstract', 'geometry', 'kaleidoscope', 'pattern']",data/75e4f397-6e2d-4352-9cf7-6038f7d32161.jpg,0
1909,"{'id': 1, 'name': '3D Models'}","{'id': 131, 'name': 'Science', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 155, 'name': 'Medicine', 'category': {'id': 131, 'name': 'Science', 'type': {'id': 1, 'name': '3D Models'}}}","['equipment', 'healthcare', 'hospital', 'medical', 'medicine', 'monitors', 'stands']",data/fb4f3ec9-ab38-459f-a10a-fdf533e83ac8.png,0
1875,"{'id': 4, 'name': 'Footages'}","{'id': 116, 'name': 'Dust', 'type': {'id': 4, 'name': 'Footages'}}",,"['debris', 'dust', 'explosion', 'shot']",data/f249ef96-05de-4a3d-9078-082629cd7787.jpg,0
160,"{'id': 11, 'name': 'Setups'}","{'id': 84, 'name': 'Mapping', 'type': {'id': 11, 'name': 'Setups'}}",,"['9', 'may', 'museum', 'victory']",data/bdb4b8a3-dd6a-4191-9b96-554e56730ef5.png,0
2239,"{'id': 1, 'name': '3D Models'}","{'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 171, 'name': 'Sculpture', 'category': {'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}}","['ancient', 'archaeology', 'egypt', 'history', 'mythological', 'sculpture', 'statue', 'tomb']",data/23a67e8d-11c0-4c26-b068-063a9608ef81.png,0
2689,"{'id': 1, 'name': '3D Models'}","{'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 167, 'name': 'Russian', 'category': {'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}}","['mohovaya', 'moscow', 'russia', 'street']",data/ddbb7cac-5e70-4440-8c52-8b1367078ed6.png,0
2744,"{'id': 1, 'name': '3D Models'}","{'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 172, 'name': 'Building Components', 'category': {'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}}","['building', 'building_components', 'facade', 'moscow', 'parts', 'russia', 'stalinka']",data/1adc9b13-1fd7-4485-8ee5-0b29e5df356a.png,0
1757,"{'id': 4, 'name': 'Footages'}","{'id': 114, 'name': 'Explosions', 'type': {'id': 4, 'name': 'Footages'}}",,"['automatic', 'blust', 'explosion', 'fire', 'flashes', 'gun', 'muzzle', 'shot']",data/6cb90157-f4a0-4f02-ba2a-ac85900e40d8.jpg,0
2144,"{'id': 1, 'name': '3D Models'}","{'id': 6, 'name': 'Industrial', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 163, 'name': 'Tools', 'category': {'id': 6, 'name': 'Industrial', 'type': {'id': 1, 'name': '3D Models'}}}","['building', 'carcass', 'components', 'connector', 'farm', 'ferm', 'fixtures', 'furniture', 'industrial', 'light', 'projectors', 'stage', 'truss']",data/bcd8ad76-bf95-4021-b9cd-fb9e450d4623.png,0
733,"{'id': 3, 'name': 'HDRI'}","{'id': 28, 'name': 'Studios', 'type': {'id': 3, 'name': 'HDRI'}}",,"['lamps', 'medium_contrast', 'neutral', 'studios', 'umbrella']",data/a2b72584-6545-43cc-9ebe-76a48742fb0b.png,0
1597,"{'id': 4, 'name': 'Footages'}","{'id': 36, 'name': 'Debris', 'type': {'id': 4, 'name': 'Footages'}}",,"['breaking', 'crush', 'debris', 'explosion', 'rock', 'shatter']",data/575482a6-0c31-4fdd-82c0-d1d6696bae0e.jpg,0
2535,"{'id': 1, 'name': '3D Models'}","{'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 44, 'name': 'Medium Sized', 'category': {'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}}","['architecture', 'buildings', 'city', 'moscow', 'stalinka']",data/ea47c0fb-cba0-4670-a6a1-b72965ea194e.png,0
186,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['aston martin', 'car', 'sportcar', 's-segment']",data/ace1acbd-4323-46c2-8977-708309d33d4f.png,2
1471,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 2, 'name': 'Trucks', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['belarusian', 'belaz', 'dump_trucks', 'excavator', 'heavy_equipment', 'large_truck', 'loader', 'soviet', 'truck']",data/cc30a7ee-a338-4041-8463-26c4bbe43413.png,2
1253,"{'id': 1, 'name': '3D Models'}","{'id': 12, 'name': 'Space', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 109, 'name': 'Other', 'category': {'id': 12, 'name': 'Space', 'type': {'id': 1, 'name': '3D Models'}}}","['centrifuge', 'cosmonaut', 'gravity', 'russian', 'simulator', 'space', 'training']",data/d2ffc369-ddd8-480d-afb2-cd1dbacf7dfc.png,0
3404,"{'id': 4, 'name': 'Footages'}","{'id': 176, 'name': 'Digital', 'type': {'id': 4, 'name': 'Footages'}}",,"['code', 'cyber', 'data', 'digital', 'futuristic', 'hacking', 'internet', 'number', 'programming', 'security', 'software', 'technology']",data/8af4e863-4d46-4a6c-9652-f9dea0329ec1.jpg,0
342,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['lincoln', 'luxury', 'pickup_truck']",data/bac6f5c3-b81e-4acc-a3c8-f10021c43460.png,2
1323,"{'id': 11, 'name': 'Setups'}","{'id': 84, 'name': 'Mapping', 'type': {'id': 11, 'name': 'Setups'}}",,"['2018', 'concept', 'mapping']",data/37da125c-c251-40a7-aabe-718d90d50bd5.jpg,0
1329,"{'id': 11, 'name': 'Setups'}","{'id': 82, 'name': 'Stages', 'type': {'id': 11, 'name': 'Setups'}}",,"['2017', 'bmw', 'car', 'indonesia', 'jakarta', 'presentation']",data/7d4a9510-3dd1-4067-a2e5-97f1d7a26f73.jpg,0
2178,"{'id': 3, 'name': 'HDRI'}","{'id': 28, 'name': 'Studios', 'type': {'id': 3, 'name': 'HDRI'}}",,"['lamps', 'medium_contrast', 'reflections', 'studios']",data/b273d60e-1f14-4fcd-ab42-eae99fb95813.png,0
190,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['audi', 'd-segment', 'sedan']",data/d8ee3a51-289c-4964-ace0-98bf8167da21.png,2
2794,"{'id': 1, 'name': '3D Models'}","{'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 70, 'name': 'Furniture', 'category': {'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}}","['cafe', 'chairs', 'furniture', 'outdoor', 'paper', 'plant', 'restaurant', 'salt', 'service', 'table']",data/60037fb9-6d43-46a6-a639-345fd23011ee.png,0
2289,"{'id': 1, 'name': '3D Models'}","{'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 171, 'name': 'Sculpture', 'category': {'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}}","['bible', 'historic', 'holy', 'madonna', 'mary', 'mother_of_god', 'religion', 'sculpture', 'statue', 'virgin']",data/d054df12-d40c-474c-9b8a-386dfd3d21d5.png,0
1385,"{'id': 1, 'name': '3D Models'}","{'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 29, 'name': 'Women HiRes', 'category': {'id': 3, 'name': 'Human', 'type': {'id': 1, 'name': '3D Models'}}}","['female', 'human', 'scan', 'woman']",data/4a750074-3807-4404-ad94-b8ec439c61f4.png,0
1313,"{'id': 11, 'name': 'Setups'}","{'id': 84, 'name': 'Mapping', 'type': {'id': 11, 'name': 'Setups'}}",,"['2017', 'mapping', 'moscow', 'ммдм']",data/0f8c343f-3a0a-4c16-8f5b-de5c590a486e.png,0
3187,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}","{'id': 176, 'name': 'Other', 'category': {'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}}","['abstract', 'color', 'loop', 'warp']",data/17f7826e-5e44-419f-b30b-45ee7969a172.jpg,0
2691,"{'id': 1, 'name': '3D Models'}","{'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 167, 'name': 'Russian', 'category': {'id': 146, 'name': 'Architecture', 'type': {'id': 1, 'name': '3D Models'}}}","['alley', 'krapotkinsky', 'moscow', 'russia', 'street']",data/77a57350-91b3-4d16-8a27-6238200e2b05.png,0
2743,"{'id': 1, 'name': '3D Models'}","{'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 47, 'name': 'Famous', 'category': {'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}}","['cathedral', 'church', 'famous', 'moscow', 'orthodoxy', 'red_square', 'religious', 'russia']",data/56b84ef7-4293-463f-8940-f7799a278fd8.png,0
2859,"{'id': 1, 'name': '3D Models'}","{'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 76, 'name': 'Mall', 'category': {'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}}","['city', 'interior', 'mall', 'mobile', 'shop', 'stands']",data/46366d6a-1c5a-4e65-9302-eba62b9ab8c7.png,0
2870,"{'id': 1, 'name': '3D Models'}","{'id': 15, 'name': 'SciFi', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 184, 'name': 'Holograms', 'category': {'id': 15, 'name': 'SciFi', 'type': {'id': 1, 'name': '3D Models'}}}","['holo', 'hologram', 'holographic', 'trans', 'volumetric']",data/ede1d836-2300-4a53-9be1-ff543b77528c.png,0
3062,"{'id': 4, 'name': 'Footages'}","{'id': 171, 'name': 'People', 'type': {'id': 4, 'name': 'Footages'}}",,"['family', 'hug', 'people']",data/fa05fff8-014c-4515-9813-4b4d3e2541e3.jpg,0
2387,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}","{'id': 176, 'name': 'Other', 'category': {'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}}","['flow', 'fluid', 'lava', 'volcano']",data/87b601c1-d4a4-4895-a306-18039c6eb47a.png,0
2600,"{'id': 1, 'name': '3D Models'}","{'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 70, 'name': 'Furniture', 'category': {'id': 7, 'name': 'Interior', 'type': {'id': 1, 'name': '3D Models'}}}","['classic', 'cupboard', 'furniture', 'interior', 'vintage']",data/1e1b7ca1-81c9-4ddf-926a-f64c63cd35b3.png,0
3037,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 94, 'name': 'Tropical', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['jungle', 'leaf', 'outdoor', 'palm', 'plants', 'tree', 'tropic']",data/57848d73-1beb-48b3-ba00-93ecc52b3d2e.png,1
1839,"{'id': 4, 'name': 'Footages'}","{'id': 39, 'name': 'Sparks', 'type': {'id': 4, 'name': 'Footages'}}",,"['flash', 'sparks']",data/f057573e-fd44-4748-a4d5-c01315405920.jpg,0
